,Geo Point,NOM_COM,Unnamed: 0,Nombre d’habitants de la commune,Policiers pour 100 habs,Libellé de la commune,president_gagnant,partie,Revenu fiscal de référence des foyers fiscaux 2021,Evolution,Age moyen,longitude,latitude
2265,"43.8067912047, 5.72264250696",pierrevert,41,4031.0,7.442322004465393,pierrevert,MACRON,Centre,85524.619,-92.63885291321787,"25,52538071", 5.72264250696,43.8067912047
2266,"43.6895628287, 1.79464485479",lavaur,1201,11229.0,4.45275625612254,lavaur,LE PEN,Extrême droite,1543.91,1898.2783970568232,"29,38333333", 1.79464485479,43.6895628287
2270,"46.0316640107, 4.85101535269",villeneuve,44,4401.0,4.544421722335833,villeneuve,LE PEN,Extrême droite,30148.597,-78.77412338623917,"20,99120235", 4.85101535269,46.0316640107
2306,"48.2190033581, -1.68968686269",melesse,487,6907.0,1.4478065730418417,melesse,MACRON,Centre,127823.016,-89.10333096818808,"21,97105509", -1.68968686269,48.2190033581
2307,"-20.9945145041, 55.3978899478",la possession,1356,33405.0,3.2929202215237243,la possession,MÉLENCHON,Extrême gauche,555285.734,0.0,"19,26701452", 55.3978899478,-20.9945145041
2311,"43.6578892806, 4.24282130893",le cailar,366,2447.0,8.173273395995096,le cailar,LE PEN,Extrême droite,38831.309,37.35221751087504,"25,00767841", 4.24282130893,43.6578892806
2312,"43.1478384677, 5.74751336915",bandol,1213,8547.0,19.890019890019893,bandol,MACRON,Centre,239938.62,-94.53870285658893,"31,10578121", 5.74751336915,43.1478384677
2313,"43.716465754, 1.38260678149",lespinasse,418,2757.0,14.508523757707652,lespinasse,LE PEN,Extrême droite,45383.797,-93.04239792893485,"20,38378378", 1.38260678149,43.716465754
2314,"45.2960757491, 3.38503924808",brioude,563,6609.0,6.052352852171282,brioude,MACRON,Centre,89295.049,-83.53771663197138,"28,67063244", 3.38503924808,45.2960757491
2315,"46.264504235, 3.63843745154",lapalisse,33,3214.0,0.0,lapalisse,LE PEN,Extrême droite,38292.887,-88.39948265065519,"28,625", 3.63843745154,46.264504235
2316,"44.6564967969, 4.75623125072",cruas,87,3129.0,3.1959092361776924,cruas,LE PEN,Extrême droite,40727.077,-95.60821416179708,"22,09033613", 4.75623125072,44.6564967969
2317,"50.3122891615, 3.52132872489",famars,796,2545.0,3.9292730844793713,famars,MACRON,Centre,42489.107,-92.38160030051938,"22,79230769", 3.52132872489,50.3122891615
2318,"45.7155571817, 4.80295685553",oullins,1029,26500.0,4.905660377358491,oullins,MACRON,Centre,429132.266,-97.07469258440706,"22,27390339", 4.80295685553,45.7155571817
2319,"47.1310962538, -2.21284028018",prefailles,586,1264.0,7.9113924050632916,prefailles,MACRON,Centre,33141.14,-25.758341445104183,"32,06414763", -2.21284028018,47.1310962538
2320,"45.1394726059, 4.13106336339",yssingeaux,564,7200.0,4.166666666666667,yssingeaux,LE PEN,Extrême droite,108553.94,-88.48822530071226,"25,5094994", 4.13106336339,45.1394726059
2321,"42.7845239546, 0.178154589926",aragnouet,904,249.0,0.0,aragnouet,MACRON,Centre,3340.048,19.54112635507036,"21,09917355", 0.178154589926,42.7845239546
2322,"47.0978996095, 6.15005426195",ornans,285,4423.0,4.521817770743839,ornans,MACRON,Centre,67840.393,-61.86379256381961,"25,99779304", 6.15005426195,47.0978996095
2324,"47.5151698089, 6.79255092159",montbeliard,283,25806.0,3.87506781368674,montbeliard,MÉLENCHON,Extrême gauche,303874.727,-97.15594643709872,"23,0578982", 6.79255092159,47.5151698089
2325,"42.6432515028, 2.52258644462",vinca,942,2157.0,0.0,vinca,LE PEN,Extrême droite,28817.647,149.7288206771358,"27,95449949", 2.52258644462,42.6432515028
2326,"48.654743205, -3.91409952748",carantec,331,3174.0,3.150598613736609,carantec,MACRON,Centre,78207.3,-96.9102743605776,"30,16038961", -3.91409952748,48.654743205
2327,"47.8784677385, -4.07611889222",benodet,329,3646.0,2.7427317608337907,benodet,MACRON,Centre,110663.873,-98.17765369552896,"29,57138643", -4.07611889222,47.8784677385
2328,"46.9485742584, 2.00001011262",issoudun,489,12199.0,2.459217968685957,issoudun,LE PEN,Extrême droite,151663.733,83.84272988981482,"27,81170272", 2.00001011262,46.9485742584
2329,"47.1204664672, 0.974214866099",loches,494,9620.0,4.158004158004158,loches,MACRON,Centre,115560.038,-93.40034658001755,"28,95053298", 0.974214866099,47.1204664672
2330,"47.5893883134, 7.58075270861",huningue,970,7358.0,6.79532481652623,huningue,MACRON,Centre,155190.208,198.25381250858297,"23,15980775", 7.58075270861,47.5893883134
2331,"47.7690651682, -3.32692111984",lanester,707,22095.0,1.3577732518669383,lanester,MACRON,Centre,301999.274,-98.03209990498188,"24,42601806", -3.32692111984,47.7690651682
2332,"46.1426258176, -1.03733083513",clavette,208,1480.0,0.0,clavette,MACRON,Centre,23495.485,-63.34384244462288,"22,31268222", -1.03733083513,46.1426258176
2333,"46.0231687792, 5.92196803161",frangy,1088,2250.0,0.0,frangy,MACRON,Centre,43360.854,-71.49136177068837,"23,41985522", 5.92196803161,46.0231687792
2334,"47.7942365704, -3.4920071272",guidel,705,12000.0,2.5,guidel,MACRON,Centre,231138.87,-98.8181196005674,"25,84959955", -3.4920071272,47.7942365704
2335,"47.8013007768, 1.0609678606",vendome,548,16688.0,2.9961649089165867,vendome,MACRON,Centre,232341.361,-99.30946345795056,"27,45394824", 1.0609678606,47.8013007768
2336,"47.7133154991, 1.50402335281",mer,544,6200.0,3.225806451612903,mer,MACRON,Centre,90417.242,-88.91168898958453,"24,97994467", 1.50402335281,47.7133154991
2337,"45.3185670026, 5.56188364288",moirans,513,8083.0,2.4743288383026107,moirans,MÉLENCHON,Extrême gauche,125447.55,-71.128392702767,"23,90563867", 5.56188364288,45.3185670026
2338,"48.4501037728, 6.74077095992",baccarat,673,4539.0,6.609385327164572,baccarat,LE PEN,Extrême droite,51581.039,-67.06798790927806,"26,61201379", 6.74077095992,48.4501037728
2341,"47.0075232948, 5.15201955356",seurre,255,2408.0,4.152823920265781,seurre,LE PEN,Extrême droite,30846.581,-99.18998802492892,"28,16916961", 5.15201955356,47.0075232948
2342,"46.9705422713, 4.77288191865",meursault,251,1460.0,0.0,meursault,MACRON,Centre,45410.256,-88.56988606274318,"25,92911011", 4.77288191865,46.9705422713
2343,"47.1480096997, -1.67338619651",bouaye,566,8147.0,2.454891371056831,bouaye,MACRON,Centre,143898.29,-59.43882029452888,"22,37189525", -1.67338619651,47.1480096997
2344,"50.6105754536, 3.21025110843",chereng,762,3031.0,3.299241174529858,chereng,MACRON,Centre,68438.06,-95.8905863199512,"24,3936865", 3.21025110843,50.6105754536
2345,"43.2923264791, -0.33743239864",bizanos,891,4590.0,2.178649237472767,bizanos,MACRON,Centre,93743.897,-68.5617827473078,"26,72954963", -0.33743239864,43.2923264791
2346,"45.8622486074, 3.53949035018",thiers,883,12086.0,4.137018037398644,thiers,MÉLENCHON,Extrême gauche,143480.29,-97.69975025838043,"26,07981349", 3.53949035018,45.8622486074
2347,"47.4112716219, 0.602940705871",fondettes,492,10431.0,4.793404275716614,fondettes,MACRON,Centre,243993.493,-99.01384706189684,"24,82571546", 0.602940705871,47.4112716219
2348,"49.1407518973, -0.342080570948",ifs,170,11761.0,5.101607006206955,ifs,MACRON,Centre,157170.686,-87.89734429230653,"22,93155685", -0.342080570948,49.1407518973
2349,"49.5440121031, 0.189621948106",montivilliers,1104,16287.0,3.069933075458955,montivilliers,MACRON,Centre,267511.836,-97.74878409492132,"24,99441188", 0.189621948106,49.5440121031
2350,"45.2432660069, 5.79894797092",biviers,502,2386.0,4.191114836546522,biviers,MACRON,Centre,112614.265,-88.19144004536193,"28,20251938", 5.79894797092,45.2432660069
2351,"47.3191075173, 2.03941162183",theillay,547,1265.0,0.0,theillay,LE PEN,Extrême droite,19730.072,-48.49373078821,"25,85223368", 2.03941162183,47.3191075173
2352,"49.2258051613, 2.6188504863",chamant,802,950.0,10.526315789473683,chamant,MACRON,Centre,28774.444,134.11835168735143,"24,41624365", 2.6188504863,49.2258051613
2353,"47.4815665246, 5.75593349796",igny,1304,10077.0,2.977076510866329,igny,LE PEN,Extrême droite,256612.986,-99.40677476080651,"23,41764706", 5.75593349796,47.4815665246
2359,"47.3255163422, 2.82151434104",sancerre,234,1405.0,14.23487544483986,sancerre,MACRON,Centre,26152.037,-78.4671496143876,"30,76324238", 2.82151434104,47.3255163422
2360,"49.4582415998, 5.59130842515",longuyon,681,5489.0,1.8218254691200584,longuyon,LE PEN,Extrême droite,70246.449,-98.78305165290276,"26,40797042", 5.59130842515,49.4582415998
2363,"48.1153168944, 7.13534157939",orbey,973,3619.0,5.5263885051119095,orbey,MACRON,Centre,53456.702,-91.34333053318554,"25,9682338", 7.13534157939,48.1153168944
2364,"49.6672981198, 3.36906162096",la fere,23,3000.0,0.0,la fere,LE PEN,Extrême droite,23275.922,-90.94987515424738,"22,9972106", 3.36906162096,49.6672981198
2365,"50.0530518006, 1.37202146511",le treport,1102,4680.0,10.683760683760685,le treport,LE PEN,Extrême droite,56673.601,-76.40481147474641,"27,3727314", 1.37202146511,50.0530518006
2366,"46.2279281248, -1.13403280235",marsilly,217,3045.0,3.284072249589491,marsilly,MACRON,Centre,11453.144,-35.84371243389588,"25,35422438", -1.13403280235,46.2279281248
2370,"45.8446062209, 5.02818581885",la boisse,10,3200.0,3.125,la boisse,MACRON,Centre,57839.228,5.566092617972001,"41,12869195", 5.02818581885,45.8446062209
2371,"50.1522818593, 3.61496823121",bousies,772,1740.0,5.747126436781609,bousies,LE PEN,Extrême droite,21429.635,-90.79202702239212,"23,42376112", 3.61496823121,50.1522818593
2372,"49.1694850575, -0.311394025769",mondeville,171,10151.0,4.925623091321052,mondeville,MACRON,Centre,14321.236,102.52413269357474,"24,62076227", -0.311394025769,49.1694850575
2376,"50.8345801883, 2.22647337211",watten,790,2602.0,0.0,watten,LE PEN,Extrême droite,28068.725,96.22172364437644,"24,16519647", 2.22647337211,50.8345801883
2377,"49.8695870975, 2.24235740774",salouel,1195,4011.0,4.986287708800798,salouel,MACRON,Centre,62149.815,-87.39353286892326,"19,83047322", 2.24235740774,49.8695870975
2378,"45.7320467797, 4.22355340412",feurs,551,8400.0,7.142857142857142,feurs,MACRON,Centre,113080.495,-69.57233517592933,"27,63784871", 4.22355340412,45.7320467797
2379,"44.6431503513, 4.38799929215",ucel,95,2134.0,4.686035613870666,ucel,LE PEN,Extrême droite,34593.087,-78.2721732813264,"27,28914405", 4.38799929215,44.6431503513
2380,"47.6450211147, 2.7451169236",briare,592,5465.0,3.6596523330283626,briare,LE PEN,Extrême droite,72981.666,-52.62224625017466,"26,76310564", 2.7451169236,47.6450211147
2381,"47.8005688385, -4.28575006711",guilvinec,335,2681.0,0.0,guilvinec,MACRON,Centre,46014.797,-17.910921132608713,"31,75963808", -4.28575006711,47.8005688385
2382,"44.2007645004, 5.93069752054",sisteron,43,7834.0,8.935409752361503,sisteron,LE PEN,Extrême droite,103569.339,-98.78983103290832,"26,45225843", 5.93069752054,44.2007645004
2383,"44.3608701779, 4.68719451567",pierrelatte,297,13510.0,8.882309400444115,pierrelatte,LE PEN,Extrême droite,183364.885,-98.51293774159647,"23,95636215", 4.68719451567,44.3608701779
2384,"45.6765635289, 0.088157911867",fleac,192,3923.0,2.5490695895997963,fleac,MACRON,Centre,62335.857,-91.54494980312856,"25,60940123", 0.088157911867,45.6765635289
2385,"43.598383147, 3.48325180489",canet,446,3552.0,2.815315315315315,canet,LE PEN,Extrême droite,24936.003,-86.11049252761158,"22,02672209", 3.48325180489,43.598383147
2389,"43.3299971446, 3.31728357971",cers,449,2610.0,3.831417624521073,cers,LE PEN,Extrême droite,35929.058,-13.704717780243495,"25,73417722", 3.31728357971,43.3299971446
2390,"43.6584741255, 4.01065130135",baillargues,443,7654.0,6.532532009406846,baillargues,MACRON,Centre,143364.926,-90.64011514224894,"23,07985117", 4.01065130135,43.6584741255
2391,"48.4315335696, 0.0917701886296",alencon,832,26000.0,1.9230769230769231,alencon,MACRON,Centre,309826.172,-97.44407841697765,"24,94281548", 0.0917701886296,48.4315335696
2392,"42.9063312208, 2.72782798839",tuchan,142,804.0,0.0,tuchan,MÉLENCHON,Extrême gauche,10153.17,-37.24127538492904,"29,05789474", 2.72782798839,42.9063312208
2393,"43.1073496329, -0.0769626345884",lourdes,911,12913.0,8.518547200495624,lourdes,MACRON,Centre,176098.239,-99.20521522080638,"29,31941106", -0.0769626345884,43.1073496329
2394,"44.3000363843, 3.96181831956",chamborigaud,358,834.0,0.0,chamborigaud,MÉLENCHON,Extrême gauche,7633.345,-31.32527090024098,"29,11586902", 3.96181831956,44.3000363843
2395,"42.7680089888, 2.70687704507",estagel,927,2067.0,4.837929366231252,estagel,LE PEN,Extrême droite,24563.44,-97.74374029044792,"25,02645228", 2.70687704507,42.7680089888
2396,"43.7877460424, 4.18875345261",calvisson,357,5550.0,7.207207207207207,calvisson,LE PEN,Extrême droite,97129.807,-86.84811862130026,"22,7512672", 4.18875345261,43.7877460424
2397,"48.4551987819, -2.04779665236",dinan,257,14407.0,6.2469632817380445,dinan,MACRON,Centre,240725.134,-99.22427501899324,"27,95327234", -2.04779665236,48.4551987819
2398,"49.2839366309, 6.16363008793",richemont,744,2092.0,0.0,richemont,LE PEN,Extrême droite,5695.285,-67.60673083085395,"24,62207528", 6.16363008793,49.2839366309
2402,"47.8802352503, -2.83771308086",locmine,711,4500.0,4.444444444444445,locmine,MACRON,Centre,61518.29,-97.17809451465573,"23,86311515", -2.83771308086,47.8802352503
2403,"47.5245380895, 4.28430354992",genay,995,5614.0,3.5625222657641604,genay,MACRON,Centre,5282.116,-54.58036135518417,"23,03488372", 4.28430354992,47.5245380895
2407,"45.4419692401, -0.42707248886",jonzac,209,3657.0,8.203445447087777,jonzac,MACRON,Centre,50125.267,-84.99886294870011,"29,2659824", -0.42707248886,45.4419692401
2408,"47.6305928052, -3.00086789696",crach,699,3400.0,2.941176470588235,crach,MACRON,Centre,70949.226,-97.31526599035767,"28,04262087", -3.00086789696,47.6305928052
2409,"45.6255893361, 0.0621717203035",nersac,196,2409.0,4.151100041511,nersac,LE PEN,Extrême droite,34054.583,-94.22695324150644,"25,00230203", 0.0621717203035,45.6255893361
2410,"47.4009695502, -1.38076469276",ligne,576,5408.0,1.849112426035503,ligne,MACRON,Centre,1860.58,2.143686377366197,"30,14383562", -1.38076469276,47.4009695502
2414,"47.6776217154, 6.5427168674",roye,1030,1520.0,0.0,roye,LE PEN,Extrême droite,20107.156,437.80190495363945,"23,99782293", 6.5427168674,47.6776217154
2422,"46.911819238, 6.38871615294",pontarlier,286,18288.0,2.734033245844269,pontarlier,MACRON,Centre,327551.015,-98.85484097797712,"23,19827276", 6.38871615294,46.911819238
2423,"47.3121514985, -2.20661027053",trignac,588,8064.0,2.4801587301587302,trignac,LE PEN,Extrême droite,106378.207,297.0887166767156,"23,45527899", -2.20661027053,47.3121514985
2424,"50.4952993707, 2.85805639799",wingles,852,8830.0,6.795016987542468,wingles,LE PEN,Extrême droite,93858.699,-86.95691807959112,"22,13354193", 2.85805639799,50.4952993707
2425,"4.4646587747, -52.5129169552",roura,1354,3390.0,5.899705014749262,roura,MÉLENCHON,Extrême gauche,24889.307,602.00113245419,"18,21303714", -52.5129169552,4.4646587747
2427,"-21.1438637227, 55.4588573704",cilaos,1355,5623.0,3.556820202738752,cilaos,MÉLENCHON,Extrême gauche,43305.934,0.0,"21,97895171", 55.4588573704,-21.1438637227
2429,"48.7495191253, 2.6162996589",lesigny,1135,7269.0,4.127115146512588,lesigny,MACRON,Centre,171290.955,-96.75688888534717,"23,38271415", 2.6162996589,48.7495191253
2433,"47.292343974, -2.52326420446",le croisic,574,4174.0,7.187350263536176,le croisic,MACRON,Centre,82923.99,-82.33461269772475,"32,74093656", -2.52326420446,47.292343974
2434,"43.2184141977, 6.63697242883",ramatuelle,1234,2163.0,36.98566805362922,ramatuelle,MACRON,Centre,60240.607,-74.57442120395633,"27,31086519", 6.63697242883,43.2184141977
2435,"46.2835486718, 5.690711839",arbent,2,3367.0,8.91000891000891,arbent,MÉLENCHON,Extrême gauche,54414.935,4.537015435192574,"44,18426532", 5.690711839,46.2835486718
2436,"46.2758042492, 4.03874812372",marcigny,1051,1780.0,0.0,marcigny,MACRON,Centre,23270.93,-77.4112723470871,"31,61592506", 4.03874812372,46.2758042492
2437,"48.8120551272, 3.09103023658",coulommiers,1118,14757.0,4.743511553838856,coulommiers,LE PEN,Extrême droite,211477.365,-98.89036493338187,"23,97640728", 3.09103023658,48.8120551272
2438,"43.5959130401, 7.00124839701",mougins,79,19046.0,0.0,mougins,MACRON,Centre,470571.347,-98.23964313747304,"24,5155728", 7.00124839701,43.5959130401
2440,"47.3183639634, -1.62601344229",treillieres,587,9863.0,2.0277805941397142,treillieres,MACRON,Centre,195171.535,-38.16183953259373,"20,790828", -1.62601344229,47.3183639634
2441,"49.3785492332, 2.40918381933",clermont,807,10080.0,1.984126984126984,clermont,MÉLENCHON,Extrême gauche,949.905,30.31597896631768,"25,26041667", 2.40918381933,49.3785492332
2457,"43.7201879049, 1.43455384053",gratentour,415,4387.0,4.558924093913837,gratentour,MACRON,Centre,79461.45,15.115743546084296,"22,26850472", 1.43455384053,43.7201879049
2458,"46.2263139946, 4.94099357858",biziat,9,903.0,0.0,biziat,LE PEN,Extrême droite,13621.292,3.340578852578747,"40,54747838", 4.94099357858,46.2263139946
2459,"48.4232068621, 1.46840981419",luisant,312,6700.0,2.985074626865672,luisant,MACRON,Centre,125384.631,-96.68410078105984,"25,31034483", 1.46840981419,48.4232068621
2460,"49.9931526836, 4.73502131991",haybes,104,1847.0,5.414185165132648,haybes,LE PEN,Extrême droite,25512.672,-76.78113448877482,"24,29453682", 4.73502131991,49.9931526836
2461,"49.4374557277, 6.00667296923",ottange,742,2924.0,3.4199726402188784,ottange,LE PEN,Extrême droite,44153.119,12.670973482077232,"23,4969157", 6.00667296923,49.4374557277
2462,"48.7206697781, 7.71737161635",brumath,948,9946.0,5.027146591594612,brumath,MACRON,Centre,176045.163,-98.89180596231436,"24,19837297", 7.71737161635,48.7206697781
2463,"49.2955607446, 6.05510240248",ranguevaux,743,865.0,0.0,ranguevaux,MACRON,Centre,14590.339,-87.72976419533501,"27,37652812", 6.05510240248,49.2955607446
2464,"44.8147464209, 1.62192284052",rocamadour,617,643.0,0.0,rocamadour,MACRON,Centre,12146.303,331.00434757802435,"28,21964286", 1.62192284052,44.8147464209
2465,"47.1021564423, 2.67861296699",villabon,237,593.0,0.0,villabon,LE PEN,Extrême droite,8165.498,-87.36639210492734,"22,31660232", 2.67861296699,47.1021564423
2466,"42.5842945556, 2.92096915591",ortaffa,931,1611.0,6.207324643078833,ortaffa,LE PEN,Extrême droite,23183.931,-96.29784526187557,"23,23175676", 2.92096915591,42.5842945556
2467,"48.9842142562, 1.67368768343",buchelay,1156,3329.0,9.011715229798735,buchelay,MÉLENCHON,Extrême gauche,49811.271,-17.56716667599187,"21,14688329", 1.67368768343,48.9842142562
2468,"49.0711306459, 1.59416290659",gommecourt,1161,679.0,0.0,gommecourt,MACRON,Centre,1364.908,892.6482224442967,"28,3902439", 1.59416290659,49.0711306459
2472,"49.4621811652, 1.12778105018",bihorel,1099,8430.0,4.744958481613286,bihorel,MACRON,Centre,173183.921,-87.26466413703614,"25,74730788", 1.12778105018,49.4621811652
2473,"49.5458813338, 1.08220197017",montville,1105,4700.0,8.51063829787234,montville,MACRON,Centre,71323.651,-67.96111853556123,"25,29030733", 1.08220197017,49.5458813338
2474,"49.4191435167, 2.78436259021",venette,830,2917.0,3.428179636612959,venette,LE PEN,Extrême droite,41067.048,-91.81328056499216,"22,0403286", 2.78436259021,49.4191435167
2475,"49.2455946858, 2.42829414412",thiverny,829,1073.0,0.0,thiverny,LE PEN,Extrême droite,11898.106,15.13339181883234,"20,303125", 2.42829414412,49.2455946858
2476,"48.9895578213, 2.65659379823",compans,1116,800.0,12.5,compans,LE PEN,Extrême droite,11377.322,20.80108130894072,"19,62568306", 2.65659379823,48.9895578213
2477,"44.2041252869, 4.74014656539",mornas,1249,2476.0,8.077544426494345,mornas,LE PEN,Extrême droite,38417.39,-69.99483046609882,"22,87968614", 4.74014656539,44.2041252869
2478,"46.46583157, -1.03984525439",nalliers,1257,2357.0,0.0,nalliers,LE PEN,Extrême droite,31803.888,-45.65862513413455,"24,77592769", -1.03984525439,46.46583157
2482,"50.6041128389, 2.98690052997",haubourdin,764,14840.0,6.738544474393532,haubourdin,LE PEN,Extrême droite,195665.898,-97.23230411872792,"22,40421325", 2.98690052997,50.6041128389
2483,"49.9108349598, 2.33986471453",rivery,1192,3610.0,5.54016620498615,rivery,MACRON,Centre,55345.187,-96.05674112186124,"24,99590404", 2.33986471453,49.9108349598
2484,"48.195751995, 3.29764713993",sens,1291,27203.0,7.719736793735985,sens,MÉLENCHON,Extrême gauche,339911.186,-99.32654702337452,"24,55701185", 3.29764713993,48.195751995
2485,"48.9616009001, -1.53149996264",annoville,631,666.0,0.0,annoville,LE PEN,Extrême droite,9533.948,327.22406289608455,"31,01125402", -1.53149996264,48.9616009001
2486,"43.3184586632, 2.5690250405",trausse,141,595.0,0.0,trausse,LE PEN,Extrême droite,6724.901,-93.96174010591383,"26,10845588", 2.5690250405,43.3184586632
2487,"49.186794323, -0.451519503888",carpiquet,161,2771.0,3.6088054853843374,carpiquet,MACRON,Centre,46078.422,-94.22904716658915,"24,65980896", -0.451519503888,49.186794323
2488,"44.0579364469, -0.354783984645",arue,1358,10333.0,19.35546307945418,arue,LE PEN,Extrême droite,6075.221,-37.49991975600558,"25,35220126", -0.354783984645,44.0579364469
2489,"45.5556366312, 3.75658688554",ambert,861,6700.0,0.0,ambert,MACRON,Centre,100851.931,-93.54645772721992,"27,79911977", 3.75658688554,45.5556366312
2490,"43.8343597135, 4.51329725404",redessan,391,4167.0,9.599232061435083,redessan,LE PEN,Extrême droite,55838.282,-94.60444538748524,"22,62913554", 4.51329725404,43.8343597135
2491,"42.7456125416, 2.80587392918",baixas,916,2662.0,7.513148009015778,baixas,LE PEN,Extrême droite,39017.918,-75.65733261318556,"23,22441579", 2.80587392918,42.7456125416
2492,"44.4588716386, 4.97855013949",taulignan,301,1656.0,6.038647342995169,taulignan,LE PEN,Extrême droite,23048.514,-87.28230809153249,"26,81415344", 4.97855013949,44.4588716386
2493,"45.7870573078, 2.99754240197",orcines,879,3500.0,2.857142857142857,orcines,MACRON,Centre,76456.85,-24.510542874837256,"24,91477273", 2.99754240197,45.7870573078
2494,"43.3201640732, -0.3496692279",pau,902,76275.0,6.161914126515897,pau,MACRON,Centre,1180460.464,-99.21444433906936,"24,59666487", -0.3496692279,43.3201640732
2495,"46.367754732, 2.54349648101",domerat,32,8780.0,0.0,domerat,LE PEN,Extrême droite,130369.882,-96.72876516065269,"27,87463163", 2.54349648101,46.367754732
2496,"44.6420384166, 4.35699083982",labegude,91,1380.0,7.246376811594203,labegude,LE PEN,Extrême droite,16843.126,-23.68451675775625,"26,84417549", 4.35699083982,44.6420384166
2497,"44.7467722533, -0.0237363734034",mauriac,176,3603.0,2.775464890369137,mauriac,MACRON,Centre,49652.782,728.1602287662352,"29,30709343", -0.0237363734034,44.7467722533
2501,"46.8357552318, 0.301159455032",cernay,962,12000.0,2.5,cernay,LE PEN,Extrême droite,1194.19,98.7634296050042,"20,81060606", 0.301159455032,46.8357552318
2517,"49.0503060753, 6.5747213314",crehange,725,3923.0,2.5490695895997963,crehange,LE PEN,Extrême droite,52489.611,-62.49453820490306,"24,75795829", 6.5747213314,49.0503060753
2518,"48.0516608538, 7.30687379161",wettolsheim,984,1739.0,5.750431282346176,wettolsheim,MACRON,Centre,46867.431,-47.40465719147269,"26,49937578", 7.30687379161,48.0516608538
2519,"47.4870825425, -2.33981962215",ferel,702,3331.0,21.014710297208044,ferel,MACRON,Centre,52157.903,-94.58665353168053,"24,56187625", -2.33981962215,47.4870825425
2520,"49.3076252305, 1.06629989369",freneuse,1159,4339.0,0.0,freneuse,MACRON,Centre,18033.001,52.05265612750756,"25,60770975", 1.06629989369,49.3076252305
2524,"49.7526272499, 0.39606397889",fecamp,1101,18041.0,3.880050994955934,fecamp,LE PEN,Extrême droite,234234.28,-46.487320728631175,"26,72612119", 0.39606397889,49.7526272499
2525,"47.7121662255, 2.66542721165",gien,593,13566.0,6.634232640424591,gien,LE PEN,Extrême droite,176725.716,-91.6529799205906,"25,12341212", 2.66542721165,47.7121662255
2527,"42.2703824683, 9.08361106614",corte,243,7500.0,6.666666666666667,corte,LE PEN,Extrême droite,76207.094,-98.8615154384446,"19,70889955", 9.08361106614,42.2703824683
2528,"49.6196921629, 3.21945085825",chauny,21,12072.0,5.798542080848244,chauny,LE PEN,Extrême droite,135066.917,-97.53921384020336,"24,79655683", 3.21945085825,49.6196921629
2529,"45.7723034522, 6.43272396939",ugine,1085,7100.0,4.225352112676056,ugine,LE PEN,Extrême droite,103761.649,-76.04432346675601,"25,18790101", 6.43272396939,45.7723034522
2530,"48.7702309329, 1.9237512348",maurepas,1168,18267.0,3.832046860458751,maurepas,MACRON,Centre,3270.58,239.5804719652172,"23,93192869", 1.9237512348,48.7702309329
2534,"46.4109594099, 2.90398505908",murat,178,1878.0,5.324813631522897,murat,MACRON,Centre,3205.268,77.17947454003846,"25,20247934", 2.90398505908,46.4109594099
2538,"49.2495894753, 3.98962014487",tinqueux,646,10000.0,3.0,tinqueux,MACRON,Centre,176396.798,-95.18184508088406,"24,90240939", 3.98962014487,49.2495894753
2539,"45.3567526968, 5.61854188362",coublevie,507,5139.0,3.891807744697412,coublevie,MACRON,Centre,121303.695,-92.7730684543451,"24,11948529", 5.61854188362,45.3567526968
2540,"49.518788901, 5.79244502206",herserange,677,4399.0,2.2732439190725167,herserange,MÉLENCHON,Extrême gauche,50267.912,-89.73742334871598,"22,64216164", 5.79244502206,49.518788901
2541,"43.2945924019, 6.02606921261",neoules,1231,2896.0,6.906077348066297,neoules,LE PEN,Extrême droite,47255.353,-93.9092127827296,"23,81494804", 6.02606921261,43.2945924019
2542,"48.5001396568, -2.71009143445",langueux,261,7801.0,2.5637738751442125,langueux,MACRON,Centre,141195.341,-87.7956263443565,"23,85832887", -2.71009143445,48.5001396568
2544,"48.5974136775, 1.64860416667",hanches,323,2700.0,3.7037037037037033,hanches,MACRON,Centre,47663.942,-90.75919486474704,"22,2768595", 1.64860416667,48.5974136775
2545,"48.5159084948, 1.54553025717",jouy,326,1961.0,0.0,jouy,MACRON,Centre,7674.124,-74.91148175348744,"24,08965897", 1.54553025717,48.5159084948
2549,"47.9954189592, 2.3681565205",nesploy,597,340.0,0.0,nesploy,LE PEN,Extrême droite,5241.352,572.0012126642134,"26,12195122", 2.3681565205,47.9954189592
2550,"49.0190794714, 2.1606870483",pierrelaye,1346,8500.0,2.3529411764705883,pierrelaye,MÉLENCHON,Extrême gauche,133250.704,-24.385568724650035,"20,00823045", 2.1606870483,49.0190794714
2552,"44.5538701101, 4.74888787641",montelimar,296,41052.0,6.820617753093637,montelimar,MACRON,Centre,603129.397,-97.83695388338036,"24,3723585", 4.74888787641,44.5538701101
2553,"47.0848030836, 1.73419296226",guilly,594,644.0,0.0,guilly,LE PEN,Extrême droite,3651.522,2417.9977006848103,"25,45238095", 1.73419296226,47.0848030836
2557,"47.2413153024, 5.22076478199",genlis,249,5342.0,5.615874204417821,genlis,LE PEN,Extrême droite,71468.805,-81.84113614324458,"24,10540105", 5.22076478199,47.2413153024
2558,"49.9313738328, 4.55837456904",rocroi,111,2375.0,4.2105263157894735,rocroi,LE PEN,Extrême droite,26384.04,-83.64960407882947,"25,21157407", 4.55837456904,49.9313738328
